区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
朝阳,八里庄北里小区,1室1厅1卫,44㎡,东西,高楼层/6层,无,4400
东城,复康南里,2室1厅1卫,49㎡,南,低楼层/6层,无,4300
东城,景泰西里,2室1厅1卫,52㎡,南北,低楼层/6层,无,5000
东城,小黄庄一区,1室1厅1卫,43㎡,东,高楼层/21层,有,4900
朝阳,天泰新房苑,1室1厅1卫,66㎡,南北,中楼层/11层,有,4500
朝阳,金蝉南里,1室1厅1卫,56㎡,北,高楼层/20层,有,4500
朝阳,甘露家园,1室1厅1卫,41㎡,东,高楼层/16层,有,5000
东城,青龙胡同,1室1厅1卫,45㎡,南,高楼层/6层,无,4500
朝阳,弘善家园,1室1厅1卫,60㎡,南,中楼层/18层,有,5000
朝阳,乐想汇,2房间1卫,52㎡,东,低楼层/18层,有,4950
房山,房山超级蜂巢,2房间1卫,41㎡,南,高楼层/10层,有,2300
房山,房山超级蜂巢,2房间1卫,40㎡,西北,中楼层/10层,有,2300
朝阳,双龙南里,2室1厅1卫,60㎡,南,低楼层/18层,有,5000
丰台,杜家坎小区,1室1厅1卫,39㎡,南,高楼层/6层,无,3000
东城,新景家园东区,1室0厅1卫,31㎡,东,,有,5200
朝阳,燕保祈东家园二期,1室1厅1卫,60㎡,南,低楼层/28层,无,4200
朝阳,北京青年城,1室0厅1卫,40㎡,南,中楼层/10层,有,4700
朝阳,东方郁金香,1房间1卫,44㎡,西,高楼层/14层,有,4500
朝阳,10AM新坐标,1室0厅1卫,28㎡,西,中楼层/29层,有,4300
顺义,滨河小区,2室1厅1卫,60㎡,东南,中楼层/6层,无,3000
顺义,滨河小区,1室1厅1卫,60㎡,南北,中楼层/6层,无,2400
亦庄开发区,鹿鸣苑,2室1厅1卫,66㎡,南北,低楼层/15层,有,4600
丰台,马家堡西里,1室1厅1卫,43㎡,东南,高楼层/6层,无,4500
朝阳,柏林爱乐四期,2室1厅1卫,68㎡,东西,中楼层/11层,有,5800
石景山,广宁村,2室1厅1卫,58㎡,南北,高楼层/6层,无,3500
东城,法华南里,1室1厅1卫,48㎡,西,中楼层/6层,无,5400
顺义,东亚创展国际,1房间1卫,38㎡,西,低楼层/13层,有,2900
西城,荣丰2008,1室0厅1卫,34㎡,西,中楼层/26层,有,4000
丰台,有德家苑2号院,1室0厅1卫,50㎡,南,低楼层/17层,有,3300
西城,荣丰2008,1室0厅1卫,25㎡,南,低楼层/26层,有,3500
丰台,3G木兰,1室0厅1卫,28㎡,西,中楼层/8层,有,3200
西城,荣丰2008,1室0厅1卫,34㎡,西,中楼层/26层,有,4200
顺义,恒华湖公馆,1房间1卫,58㎡,北,高楼层/12层,有,2300
顺义,石园北区,2室1厅1卫,65㎡,东,中楼层/18层,有,2800
亦庄开发区,米拉小镇,1房间1卫,64㎡,南,高楼层/9层,有,3000
通州,合生世界村,1房间1卫,76㎡,东,低楼层/25层,有,2800
朝阳,方丹苑,1室0厅1卫,48㎡,北,高楼层/22层,有,4500
西城,车站西街1号院,1室0厅1卫,46㎡,北,高楼层/8层,有,4700
朝阳,双花园南里,1室1厅1卫,40㎡,南,低楼层/6层,无,4300
朝阳,奶牛厂宿舍,2室0厅1卫,50㎡,南北,中楼层/4层,无,4900
朝阳,康静里,1室1厅1卫,48㎡,南,高楼层/6层,无,3900
顺义,首创派尚国际,1室1厅1卫,43㎡,南北,低楼层/11层,有,2800
海淀,安宁里,1室1厅1卫,42㎡,南北,高楼层/6层,无,4500
朝阳,周庄嘉园4号院,1室1厅1卫,50㎡,南,高楼层/16层,有,4800
朝阳,卡夫卡公社,3房间1卫,31㎡,西,高楼层/14层,有,5000
朝阳,天天朝阳,1室0厅1卫,38㎡,西,高楼层/16层,有,4300
朝阳,周庄嘉园7号院,1室1厅1卫,57㎡,南,中楼层/28层,有,4800
朝阳,霞光里30号院,1室1厅1卫,42㎡,东南,高楼层/6层,无,4800
朝阳,常楹公元自由派,1房间1卫,37㎡,西,高楼层/23层,有,4300
朝阳,炫特嘉园三期,1室0厅1卫,41㎡,北,低楼层/18层,有,4900
朝阳,CBD传奇,1室0厅1卫,37㎡,北,低楼层/18层,有,5000
朝阳,CBD传奇,1室0厅1卫,37㎡,北,低楼层/18层,有,5000
顺义,滨河小区,2室1厅1卫,68㎡,南北,中楼层/6层,无,3000
顺义,顺鑫朗郡,2室2厅1卫,91㎡,南北,中楼层/11层,有,2900
顺义,裕龙一区,2室1厅1卫,82㎡,南北,高楼层/6层,无,3100
大兴,联港嘉园D区,2室1厅1卫,89㎡,南北,低楼层/14层,有,3100
顺义,石园西区,2室1厅1卫,59㎡,西南,高楼层/6层,无,3100
顺义,滨河小区,2室1厅1卫,76㎡,南北,高楼层/6层,无,2700
房山,行宫园一里,2室1厅1卫,85㎡,南北,高楼层/7层,无,2500
顺义,石园南区,2室1厅1卫,61㎡,南北,低楼层/6层,无,2700
石景山,广宁村,2室1厅1卫,59㎡,南,高楼层/6层,无,3700
顺义,石园东苑,2室1厅1卫,84㎡,南北,高楼层/6层,无,2800
石景山,模式口北里,2室1厅1卫,71㎡,南北,高楼层/6层,无,3700
顺义,石园北区,2室1厅1卫,84㎡,南北,高楼层/6层,无,3100
大兴,观音寺南里,2室2厅1卫,84㎡,南北,高楼层/6层,无,3100
大兴,观音寺小区,2室1厅1卫,63㎡,南北,中楼层/6层,无,3000
房山,昊天温泉家园,2室1厅1卫,72㎡,南北,高楼层/6层,无,2300
门头沟,城子大街126号,2室1厅1卫,58㎡,南北,中楼层/6层,无,2500
顺义,仓上小区,2室1厅1卫,65㎡,南北,高楼层/6层,无,2700
房山,月华北大街,2室1厅1卫,75㎡,南北,高楼层/6层,无,2500
门头沟,城子大街90号院,2室1厅1卫,60㎡,南,中楼层/26层,无,2500
房山,昊天温泉家园,3室1厅1卫,92㎡,东西,高楼层/6层,无,2500
门头沟,向阳东里,2室1厅1卫,58㎡,南北,中楼层/6层,无,2500
门头沟,惠民家园,1室0厅1卫,54㎡,东,高楼层/9层,有,2500
顺义,石园北区,2室1厅1卫,72㎡,南北,中楼层/6层,无,2800
顺义,仁和花园二区,1室1厅1卫,63㎡,南北,高楼层/11层,有,3000
朝阳,君堂好园,2室1厅1卫,63㎡,南,高楼层/6层,无,4100
顺义,啤酒厂家属楼,2室1厅1卫,72㎡,南北,低楼层/6层,无,2800
顺义,港馨家园东区,2室1厅1卫,95㎡,南北,高楼层/6层,无,2800
朝阳,林萃路10号院,1室1厅1卫,43㎡,南,中楼层/7层,无,4800
朝阳,金蝉北里21号院,2室1厅1卫,59㎡,南北,高楼层/6层,无,4300
大兴,黄村西里,2室1厅1卫,60㎡,南北,高楼层/5层,无,3000
朝阳,柳芳北里,1室1厅1卫,38㎡,东,高楼层/6层,无,4800
石景山,模式口中里,2室1厅1卫,62㎡,南,高楼层/6层,无,3000
朝阳,华威西里,1室1厅1卫,42㎡,南,低楼层/6层,无,4000
大兴,富强东里,2室1厅1卫,55㎡,东西,高楼层/6层,无,2800
房山,房山超级蜂巢,1室1厅1卫,48㎡,东,高楼层/3层,有,2500
朝阳,松榆西里,1室1厅1卫,45㎡,西北,中楼层/20层,有,5000
大兴,滨河东里,2室1厅1卫,51㎡,东北,中楼层/6层,无,3000
大兴,新居里,2室2厅1卫,89㎡,南北,中楼层/6层,无,3000
朝阳,甘露园南里,1室1厅1卫,43㎡,南,高楼层/6层,无,4400
石景山,青年公寓,1室1厅1卫,47㎡,南,高楼层/14层,有,3400
朝阳,南新园,1室1厅1卫,53㎡,西,高楼层/24层,有,4800
朝阳,垂杨柳北里,1室1厅1卫,45㎡,西,中楼层/6层,无,4500
朝阳,平乐园小区,1室2厅1卫,52㎡,南,高楼层/6层,无,5000
朝阳,林萃路10号院,1室1厅1卫,43㎡,南,中楼层/7层,无,4800
东城,安乐林路,2室1厅1卫,67㎡,南北,高楼层/6层,无,5000
朝阳,金蝉北里21号院,2室1厅1卫,59㎡,南北,高楼层/6层,无,4300
昌平,清秀园北区,1室1厅1卫,37㎡,南,中楼层/6层,无,2700
昌平,建新胡同10号楼,1室1厅1卫,42㎡,南北,中楼层/6层,无,2700
亦庄开发区,星岛嘉园,1室0厅1卫,136㎡,南,高楼层/6层,无,4000
顺义,建新北区,2室1厅1卫,53㎡,南,中楼层/5层,无,3000
东城,法华南里,1室1厅1卫,44㎡,南,低楼层/6层,无,5100
朝阳,南十里居10号院,1室1厅1卫,44㎡,南,中楼层/5层,无,4800
昌平,沙河中心小学家属楼,2室1厅1卫,67㎡,南,高楼层/2层,无,2700
东城,草厂头条7号院,1室1厅1卫,42㎡,南,高楼层/3层,无,3800
朝阳,天泰定福苑,1室1厅1卫,57㎡,南北,中楼层/7层,无,4500
朝阳,炫特嘉园二期,1室1厅1卫,41㎡,北,中楼层/28层,有,5000
海淀,半壁店六建宿舍,1室1厅1卫,41㎡,南北,低楼层/6层,无,4500
丰台,和义西里二区,2室1厅1卫,60㎡,东,高楼层/6层,无,3500
东城,景泰西里,2室1厅1卫,54㎡,南北,高楼层/6层,无,4800
东城,草厂头条7号院,1室1厅1卫,42㎡,南,高楼层/3层,无,3800
顺义,义宾北区,1室1厅1卫,66㎡,南北,中楼层/6层,无,3100
石景山,华信大厦宿舍,1室1厅1卫,45㎡,南北,中楼层/6层,无,3200
朝阳,酒仙桥一街坊,1室1厅1卫,51㎡,南北,高楼层/6层,无,5000
朝阳,金星小区,1室1厅1卫,50㎡,西,高楼层/6层,无,4000
朝阳,恒大领寓,1室0厅1卫,53㎡,西,中楼层/13层,有,4500
房山,伟业嘉园北里,2室1厅1卫,80㎡,南,高楼层/6层,无,2500
朝阳,福怡苑,1室1厅1卫,63㎡,东北,中楼层/7层,无,4500
昌平,清秀园北区,1室1厅1卫,37㎡,南,中楼层/6层,无,2700
丰台,和义西里二区,2室1厅1卫,60㎡,东,高楼层/6层,无,3500
东城,景泰西里,2室1厅1卫,54㎡,南北,高楼层/6层,无,4800
大兴,天堂河,3室1厅1卫,72㎡,东南,高楼层/6层,无,2800
房山,新东关南里社区,2室1厅1卫,62㎡,东,中楼层/6层,无,1800
大兴,黄村西里,2室1厅1卫,45㎡,南北,中楼层/5层,无,3000
朝阳,八里庄北里1号院,1室1厅1卫,46㎡,南北,高楼层/6层,无,4900
东城,和平里五区,1室1厅1卫,38㎡,东南,地下室/6层,无,4600
海淀,半壁店六建宿舍,1室1厅1卫,41㎡,南北,低楼层/6层,无,4500
朝阳,柏林爱乐二期,1室1厅1卫,61㎡,西南,低楼层/24层,有,5100
朝阳,团结湖中路北一条,1室1厅1卫,37㎡,南,高楼层/5层,无,5000
朝阳,南新园,1室1厅1卫,38㎡,东,中楼层/7层,无,4800
朝阳,华威西里,1室1厅1卫,51㎡,北,高楼层/6层,无,4300
东城,长青园,2室1厅1卫,70㎡,东南,地下室/6层,无,4500
房山,拱辰南大街,2室1厅1卫,77㎡,东西,中楼层/6层,无,2600
朝阳,福盈家园,1室0厅1卫,52㎡,南,低楼层/20层,有,5000
丰台,卢沟桥北里,2室1厅1卫,47㎡,南北,中楼层/5层,无,3700
东城,后永康胡同2号院4号院,1室1厅1卫,40㎡,东,高楼层/6层,无,5300
房山,玉竹园小区一里,3室2厅3卫,111㎡,南北,地下室/6层,无,1600
东城,永铁苑,2室1厅1卫,85㎡,南,低楼层/22层,有,5500
丰台,南苑北里一区,1室1厅1卫,53㎡,南,高楼层/6层,无,3100
亦庄开发区,贵园北里戊区,2室1厅1卫,59㎡,东西,低楼层/6层,无,4000
东城,后永康北巷,1室1厅1卫,15㎡,南,低楼层/1层,无,4200
昌平,安福苑,2室1厅1卫,54㎡,南北,高楼层/6层,无,3000
朝阳,南新园,1室1厅1卫,38㎡,东,中楼层/7层,无,4800
石景山,青年公寓,1室0厅1卫,47㎡,南北,中楼层/14层,有,3300
昌平,和平街东里,2室1厅1卫,60㎡,东,中楼层/6层,无,3000
朝阳,芍药居北里,2室1厅1卫,60㎡,西,地下室/7层,无,5000
朝阳,福盈家园,1室0厅1卫,52㎡,南,低楼层/20层,有,5000
丰台,卢沟桥北里,2室1厅1卫,47㎡,南北,中楼层/5层,无,3700
朝阳,华威西里,1室1厅1卫,51㎡,北,高楼层/6层,无,4300
房山,西潞园四里,1室1厅1卫,48㎡,南,高楼层/7层,无,1800
丰台,张郭庄小区,2室1厅1卫,60㎡,北,高楼层/6层,无,2600
石景山,八角南里,1室1厅1卫,52㎡,东西,中楼层/6层,无,3600
大兴,清和园,1室1厅1卫,53㎡,南,中楼层/6层,无,3000
朝阳,10AM新坐标,1室0厅1卫,54㎡,西南,低楼层/30层,有,4600
丰台,方庄南路18号院,1室1厅1卫,10㎡,东,高楼层/15层,有,2500
西城,荣丰2008,1室1厅1卫,34㎡,东,中楼层/26层,有,4500
大兴,康乐园,2室1厅1卫,71㎡,南北,高楼层/6层,无,2400
朝阳,垡头西里三区,2室1厅1卫,58㎡,南北,高楼层/6层,无,4500
朝阳,南沙滩小区,1室1厅1卫,43㎡,东北,低楼层/15层,有,4900
西城,车站西街13号院,2室1厅1卫,57㎡,东西,高楼层/6层,无,4300
海淀,北分厂,2室1厅1卫,52㎡,南,高楼层/4层,无,4000
海淀,北京理工大学家属区,1室0厅1卫,13㎡,南,中楼层/5层,无,2950
朝阳,远洋一方润园2号院,1室1厅1卫,64㎡,南,高楼层/15层,有,5000
朝阳,安贞西里,1室1厅1卫,38㎡,北,高楼层/16层,有,5000
西城,永内西街北里,2室1厅1卫,55㎡,东西,高楼层/6层,无,4500
通州,西马庄园,1室1厅1卫,64㎡,北,地下室/6层,无,2200
朝阳,磨房北里,1室1厅1卫,44㎡,南,中楼层/6层,无,4700
丰台,南苑北里二区,2室1厅1卫,65㎡,南北,高楼层/6层,无,3500
朝阳,马道口,1室1厅1卫,39㎡,北,中楼层/6层,无,5000
房山,路家胡同,2室1厅1卫,58㎡,南北,高楼层/6层,无,2000
东城,长青园,1室1厅1卫,43㎡,南,低楼层/6层,无,4800
东城,西革新里110号院,2室1厅1卫,61㎡,南北,高楼层/6层,无,4700
顺义,幸福东区,1室1厅1卫,41㎡,东西,中楼层/5层,无,2500
通州,北机家属院,2室1厅1卫,57㎡,南,高楼层/6层,无,2900
东城,东四十一条,1室1厅1卫,26㎡,南,低楼层/1层,无,4500
西城,红莲北里,1室1厅1卫,41㎡,南,中楼层/6层,无,4200
东城,西革新里110号院,2室1厅1卫,60㎡,南,高楼层/6层,无,4400
西城,双槐里,1室1厅1卫,42㎡,西南,高楼层/6层,无,4300
西城,建功北里,1室1厅1卫,49㎡,南,中楼层/6层,无,4450
昌平,和平街东里,2室1厅1卫,60㎡,东,中楼层/6层,无,3000
朝阳,定福庄西街,1室1厅1卫,41㎡,南,低楼层/6层,无,4000
大兴,富强东里,2室1厅1卫,57㎡,南北,高楼层/5层,无,2800
朝阳,定福庄南里3号院,1室1厅1卫,45㎡,南,高楼层/6层,无,3700
西城,荣丰2008,1室1厅1卫,34㎡,西,高楼层/26层,有,4100
朝阳,松榆西里,1室1厅1卫,45㎡,南,高楼层/6层,无,5000
朝阳,康家园,1室1厅1卫,42㎡,南,高楼层/6层,无,4800
朝阳,六里屯东里,2室1厅1卫,55㎡,南北,低楼层/7层,无,5000
大兴,永华北里,3室1厅1卫,80㎡,南北,低楼层/6层,无,3000
朝阳,武圣东里,1室1厅1卫,45㎡,南,中楼层/6层,无,4600
朝阳,福怡苑,2室1厅1卫,64㎡,东西,地下室/7层,无,4600
大兴,清和园,1室1厅1卫,53㎡,南,中楼层/6层,无,3000
丰台,方庄南路18号院,1室1厅1卫,10㎡,东,高楼层/15层,有,2500
海淀,北京理工大学家属区,1室0厅1卫,13㎡,南,中楼层/5层,无,2950
西城,荣丰2008,1室1厅1卫,27㎡,南,低楼层/12层,有,4600
朝阳,马道口,1室1厅1卫,39㎡,北,中楼层/6层,无,5000
朝阳,双合家园,1室1厅1卫,55㎡,南,低楼层/22层,有,4300
朝阳,恒大领寓,1室1厅1卫,51㎡,西,低楼层/13层,有,5000
西城,广安门外车站东街,2室1厅1卫,58㎡,南北,高楼层/6层,无,4700
大兴,康乐园,2室1厅1卫,71㎡,南北,高楼层/6层,无,2400
西城,车站西街13号院,2室1厅1卫,57㎡,东西,高楼层/6层,无,4300
顺义,幸福东区,1室1厅1卫,41㎡,东西,中楼层/5层,无,2500
东城,西革新里110号院,2室1厅1卫,61㎡,南北,高楼层/6层,无,4700
石景山,八角路小区,2室1厅1卫,33㎡,南北,中楼层/5层,无,3000
西城,手帕口西一巷,2室1厅1卫,58㎡,南北,地下室/7层,无,4000
东城,东总布胡同,1室1厅1卫,40㎡,南,低楼层/6层,无,5100
西城,红莲北里,1室1厅1卫,41㎡,南,中楼层/6层,无,4200
朝阳,弘善家园,1室1厅1卫,60㎡,南,高楼层/28层,有,5000
西城,白菜湾社区,1室1厅1卫,43㎡,西,低楼层/6层,无,4500
东城,广渠家园,1室1厅1卫,50㎡,西,高楼层/28层,有,5200
大兴,黄村东里,1室1厅1卫,53㎡,西南,高楼层/6层,无,2800
房山,拱辰南大街26号院,2室1厅1卫,53㎡,南北,高楼层/6层,无,2300
房山,苏庄二里,2室1厅1卫,71㎡,南北,中楼层/6层,无,2400
朝阳,兴隆家园,1室1厅1卫,36㎡,北,低楼层/24层,有,4900
东城,新景家园东区,1室0厅1卫,31㎡,西,中楼层/15层,有,5400
东城,东四十一条,1室1厅1卫,26㎡,南,低楼层/1层,无,4500
东城,西革新里110号院,2室1厅1卫,60㎡,南,高楼层/6层,无,4400
大兴,富强东里,2室1厅1卫,60㎡,南北,中楼层/7层,无,3100
西城,建功北里,1室1厅1卫,49㎡,南,中楼层/6层,无,4450
西城,双槐里,1室1厅1卫,42㎡,西南,高楼层/6层,无,4300
通州,北机家属院,2室1厅1卫,57㎡,南,高楼层/6层,无,2900
海淀,轮胎厂宿舍,1室1厅1卫,58㎡,南北,中楼层/6层,无,4500
顺义,胜利小区,1室1厅1卫,58㎡,南北,低楼层/6层,无,2800
朝阳,华贸城,1室0厅1卫,53㎡,东,中楼层/17层,有,4600
石景山,金福苑,2室1厅1卫,67㎡,南北,高楼层/7层,无,3500
朝阳,康家园,1室1厅1卫,49㎡,南,高楼层/6层,无,5000
通州,云景西里南区,1室1厅1卫,47㎡,南,低楼层/6层,无,2800
朝阳,双龙南里,1室1厅1卫,46㎡,南,高楼层/6层,无,5000
朝阳,华威西里,1室1厅1卫,51㎡,北,高楼层/6层,无,4800
朝阳,三间房南里4号院,1室1厅1卫,45㎡,南,高楼层/6层,无,3900
东城,地坛北门,2室1厅1卫,53㎡,南北,中楼层/5层,无,5500
海淀,北分厂,2室1厅1卫,52㎡,南,高楼层/4层,无,4000
朝阳,恒大领寓,1室1厅1卫,51㎡,西,低楼层/13层,有,5000
海淀,轮胎厂宿舍,1室1厅1卫,58㎡,南北,中楼层/6层,无,4500
朝阳,三间房南里4号院,1室1厅1卫,45㎡,南,高楼层/6层,无,3900
东城,地坛北门,2室1厅1卫,53㎡,南北,中楼层/5层,无,5500
顺义,胜利小区,1室1厅1卫,58㎡,南北,低楼层/6层,无,2800
朝阳,五建小区,1室1厅1卫,44㎡,南,中楼层/6层,无,4300
通州,金隅自由筑,2房间1卫,76㎡,南,低楼层/7层,有,2900
石景山,模式口南里,1室1厅1卫,43㎡,南,高楼层/6层,无,3000
石景山,模式口南里,1室1厅1卫,53㎡,南北,高楼层/6层,无,3700
朝阳,泰福苑D1区,1室1厅1卫,60㎡,南,中楼层/27层,有,5000
东城,长青园,1室1厅1卫,41㎡,南,高楼层/6层,无,4650
朝阳,泰福苑D2区,1室1厅1卫,60㎡,南,中楼层/27层,有,5000
丰台,建国街一里,2室1厅1卫,57㎡,南北,低楼层/6层,有,3500
房山,文化路社区,1室1厅1卫,37㎡,南,高楼层/5层,无,1800
朝阳,松榆东里,1室1厅1卫,45㎡,南,低楼层/6层,无,4700
丰台,新村四里,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
朝阳,定福庄北里2号院,1室1厅1卫,42㎡,南,中楼层/5层,无,3700
东城,琉璃井路,1室1厅1卫,39㎡,南,高楼层/2层,无,3600
东城,法华南里,1室1厅1卫,47㎡,东北,高楼层/6层,无,4800
朝阳,福怡苑,2室1厅1卫,73㎡,东西,低楼层/7层,无,5000
朝阳,电建北院,2室1厅1卫,59㎡,南北,中楼层/6层,无,4500
亦庄开发区,贵园北里甲区,1室1厅1卫,52㎡,东南,中楼层/6层,无,4000
大兴,首座御园一区二期,2室1厅1卫,80㎡,西,低楼层/14层,有,3000
大兴,黄村西里,2室1厅1卫,44㎡,南,低楼层/5层,无,3000
东城,和平里一区,2室1厅0卫,38㎡,南北,中楼层/5层,无,5000
朝阳,妇联小区,1室1厅1卫,38㎡,南,地下室/6层,无,3500
石景山,八角路小区,2室0厅1卫,33㎡,南北,中楼层/5层,无,3000
东城,兴隆都市馨园,1室1厅1卫,53㎡,南,地下室/6层,无,5000
朝阳,世纪东方城,1室1厅1卫,57㎡,北,低楼层/21层,有,4700
海淀,韦伯豪家园,1室0厅1卫,11㎡,西,低楼层/22层,有,3500
东城,金鱼池西区,1室0厅1卫,52㎡,东,低楼层/7层,无,4900
海淀,安河家园,1室1厅1卫,70㎡,南,中楼层/15层,有,4500
朝阳,定福庄西街,3室1厅1卫,60㎡,南北,低楼层/5层,无,5000
朝阳,建研院,1室1厅1卫,45㎡,东,中楼层/6层,无,5000
石景山,五芳园,1室1厅1卫,43㎡,南,高楼层/6层,无,3700
石景山,十万坪,2室1厅1卫,56㎡,东西,中楼层/5层,无,3600
丰台,南庭新苑南区,1室1厅1卫,52㎡,东,高楼层/15层,有,3900
西城,白云观,1室1厅1卫,51㎡,东,中楼层/11层,有,4500
朝阳,花园闸小区,2室1厅1卫,58㎡,南北,中楼层/6层,无,4500
丰台,顶秀金瑞家园,1室0厅1卫,15㎡,南,中楼层/18层,有,3500
东城,富莱茵花园,1室1厅1卫,47㎡,南北,低楼层/6层,无,5000
朝阳,曙光里,1室1厅1卫,41㎡,西北,高楼层/18层,有,4600
西城,南运巷,2室1厅1卫,60㎡,东西,中楼层/16层,有,4800
朝阳,武圣西里,2室1厅1卫,64㎡,南北,高楼层/6层,无,5000
东城,和平里五区,1室1厅1卫,41㎡,东南,高楼层/6层,无,4800
朝阳,潘家园东里,2室1厅1卫,62㎡,东南,低楼层/18层,有,5000
